id,description,parent,tree_id
A. (Plastandrena),A. (Plastandrena),sec51-5-1,sec51-5
A. (Agandrena),A. (Agandrena),sec51-5-1,sec51-5
A. (Scitandrena),A. (Scitandrena),sec51-5-1,sec51-5
A. (Suandrena),A. (Suandrena),sec51-5-1,sec51-5
A. (Pallandrena),A. (Pallandrena),sec51-5-1,sec51-5
A. (Charitandrena),A. (Charitandrena),sec51-5-1,sec51-5
A. (Ulandrena),A. (Ulandrena),sec51-5-1,sec51-5
A. (Cubiandrena),A. (Cubiandrena),sec51-5-1,sec51-5
A. (Avandrena)(in part),A. (Avandrena)(in part),sec51-5-1,sec51-5
A. (Brachyandrena),A. (Brachyandrena),sec51-5-1,sec51-5
A. (Biareolina),A. (Biareolina),sec51-5-1,sec51-5
A. (Trachandrena),A. (Trachandrena),sec51-5-1,sec51-5
A. (Aenandrena),A. (Aenandrena),sec51-5-2,sec51-5
A. (Micrandrena)(in part) and A. (Fumandrena),A. (Micrandrena)(in part) and A. (Fumandrena),sec51-5-2,sec51-5
A. (Graecandrena),A. (Graecandrena),sec51-5-2,sec51-5
A. (Aciandr ena),A. (Aciandr ena),sec51-5-2,sec51-5
A. (Distandrena),A. (Distandrena),sec51-5-2,sec51-5
A. (Parandrenella),A. (Parandrenella),sec51-5-2,sec51-5
A. (Hyperandrena),A. (Hyperandrena),sec51-5-2,sec51-5
A. (Didonia) (in part),A. (Didonia) (in part),sec51-5-3,sec51-5
A. (Chrysandrena),A. (Chrysandrena),sec51-5-3,sec51-5
A. (Euandrena),A. (Euandrena),sec51-5-3,sec51-5
A. (Simandrena),A. (Simandrena),sec51-5-3,sec51-5
A. (T aeniandrena)and A. (Troandrena),A. (T aeniandrena)and A. (Troandrena),sec51-5-3,sec51-5
A. (Hoplandrena),A. (Hoplandrena),sec51-5-3,sec51-5
A. (Nobandrena),A. (Nobandrena),sec51-5-3,sec51-5
A. (Melittoides),A. (Melittoides),sec51-5-3,sec51-5
A. (Scaphandrena),A. (Scaphandrena),sec51-5-3,sec51-5
A. (Poecilandrena),A. (Poecilandrena),sec51-5-4,sec51-5
A. (Poliandrena)(in part) and A. (T arsandrena)(in part),A. (Poliandrena)(in part) and A. (T arsandrena)(in part),sec51-5-4,sec51-5
A. (Cryptandrena) (in part),A. (Cryptandrena) (in part),sec51-5-4,sec51-5
A. (Cordandrena),A. (Cordandrena),sec51-5-4,sec51-5
A. (Thysandrena),A. (Thysandrena),sec51-5-4,sec51-5
A. (Leucandrena) (in part) —. Basal area of labrum short-triangular A. (Larandrena),A. (Leucandrena) (in part) —. Basal area of labrum short-triangular A. (Larandrena),sec51-5-4,sec51-5
A. (Andrena s. str.),A. (Andrena s. str.),sec51-5-5,sec51-5
A. (Cnemidandrena),A. (Cnemidandrena),sec51-5-5,sec51-5
A. (Campylogaster),A. (Campylogaster),sec51-5-5,sec51-5
A. (Oreomelissa),A. (Oreomelissa),sec51-5-5,sec51-5
A. (Rufandrena),A. (Rufandrena),sec51-6-1,sec51-6
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-6-4,sec51-6
A. (Melanapis),A. (Melanapis),sec51-6-4,sec51-6
A. (Brachyandrena),A. (Brachyandrena),sec51-6-5,sec51-6
A. (Biareolina),A. (Biareolina),sec51-6-6,sec51-6
A. (Trachandrena),A. (Trachandrena),sec51-6-7,sec51-6
A. (Agandrena),A. (Agandrena),sec51-6-8,sec51-6
A. (Plastandrena),A. (Plastandrena),sec51-6-8,sec51-6
A. (Scitandrena),A. (Scitandrena),sec51-6-1,sec51-6
A. (Campylogaster) (in part),A. (Campylogaster) (in part),sec51-6-1,sec51-6
A. (Cubiandrena),A. (Cubiandrena),sec51-6-1,sec51-6
A. (Micrandrena)(in part) and A. (Fumandrena),A. (Micrandrena)(in part) and A. (Fumandrena),sec51-6-1,sec51-6
A. (Distandrena),A. (Distandrena),sec51-6-1,sec51-6
A. (Aciandrena),A. (Aciandrena),sec51-6-1,sec51-6
A. (Graecandrena),A. (Graecandrena),sec51-6-1,sec51-6
A. (T aeniandrena)and A. (Troandrena),A. (T aeniandrena)and A. (Troandrena),sec51-6-1,sec51-6
A. (Charitandrena),A. (Charitandrena),sec51-6-2,sec51-6
A. (Didonia) (in part),A. (Didonia) (in part),sec51-6-2,sec51-6
A. (Cryptandrena),A. (Cryptandrena),sec51-6-2,sec51-6
A. (Chlorandrena),A. (Chlorandrena),sec51-6-2,sec51-6
A. (Suandrena),A. (Suandrena),sec51-6-2,sec51-6
A. (Hoplandrena) (in part),A. (Hoplandrena) (in part),sec51-6-2,sec51-6
A. (Cordandrena),A. (Cordandrena),sec51-6-2,sec51-6
A. (Aenandrena),A. (Aenandrena),sec51-6-2,sec51-6
A. (Thysandrena),A. (Thysandrena),sec51-6-2,sec51-6
A. (Simandrena),A. (Simandrena),sec51-6-3,sec51-6
A. (Melandrena) (in part),A. (Melandrena) (in part),sec51-6-3,sec51-6
A. (Micrandrena)(in part),A. (Micrandrena)(in part),sec51-6-3,sec51-6
A. (Hyperandrena),A. (Hyperandrena),sec51-6-3,sec51-6
A. (Euandrena),A. (Euandrena),sec51-6-3,sec51-6
A. (Zonandrena),A. (Zonandrena),sec51-6-3,sec51-6
A. (Melandrena) (in part),A. (Melandrena) (in part),sec51-6-3,sec51-6
A. (Pallandrena),A. (Pallandrena),sec51-6-3,sec51-6
A. (Ulandrena) (in part),A. (Ulandrena) (in part),sec51-6-3,sec51-6
A. (Poliandrena)(in part),A. (Poliandrena)(in part),sec51-6-3,sec51-6
A. (Avandrena),A. (Avandrena),sec51-6-4,sec51-6
A. (Leucandrena),A. (Leucandrena),sec51-6-4,sec51-6
A. (Melittoides),A. (Melittoides),sec51-6-4,sec51-6
A. (Nobandrena),A. (Nobandrena),sec51-6-4,sec51-6
A. (Scaphandrena),A. (Scaphandrena),sec51-6-4,sec51-6
A. (Parandrenella),A. (Parandrenella),sec51-6-4,sec51-6
A. (Poecilandrena),A. (Poecilandrena),sec51-6-4,sec51-6
A. (Ulandrena) (in part),A. (Ulandrena) (in part),sec51-6-4,sec51-6
A. (Orandrena),A. (Orandrena),sec51-6-4,sec51-6
A. (Poliandrena)(in part) and A. (T arsandrena)(in part),A. (Poliandrena)(in part) and A. (T arsandrena)(in part),sec51-6-4,sec51-6
A. (Campylogaster) (in part),A. (Campylogaster) (in part),sec51-6-5,sec51-6
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-6-5,sec51-6
A. (Cnemidandrena),A. (Cnemidandrena),sec51-6-5,sec51-6
A. (Poliandrena)(in part) and A. (T arsandrena)(in part),A. (Poliandrena)(in part) and A. (T arsandrena)(in part),sec51-6-5,sec51-6
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-6-5,sec51-6
A. (Carandrena),A. (Carandrena),sec51-6-5,sec51-6
A. (Notandrena),A. (Notandrena),sec51-6-5,sec51-6
A. (Larandrena),A. (Larandrena),sec51-6-5,sec51-6
A. (Andrena s. str.),A. (Andrena s. str.),sec51-6-5,sec51-6
A. (Ptilandrena),A. (Ptilandrena),sec51-6-5,sec51-6
A. (Hoplandrena) (in part),A. (Hoplandrena) (in part),sec51-6-5,sec51-6
A. (Parandrena),A. (Parandrena),sec51-7-1,sec51-7
A. (Micrandrena),A. (Micrandrena),sec51-7-2,sec51-7
A. (Trachandrena),A. (Trachandrena),sec51-7-4,sec51-7
A. (Plastandrena),A. (Plastandrena),sec51-7-4,sec51-7
A. (Stenomelissa),A. (Stenomelissa),sec51-7-6,sec51-7
A. (Chlorandrena),A. (Chlorandrena),sec51-7-6,sec51-7
A. (Habromelissa),A. (Habromelissa),sec51-7-7,sec51-7
A. (Cnemidandrena),A. (Cnemidandrena),sec51-7-8,sec51-7
A. (Poecilandrena),A. (Poecilandrena),sec51-7-9,sec51-7
A. (Hoplandrena),A. (Hoplandrena),sec51-7-1,sec51-7
A. (Andrena s. str.),A. (Andrena s. str.),sec51-7-1,sec51-7
A. (Plastandrena),A. (Plastandrena),sec51-7-1,sec51-7
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-7-1,sec51-7
A. (Simandrena),A. (Simandrena),sec51-7-1,sec51-7
A. (Melandrena),A. (Melandrena),sec51-7-1,sec51-7
A. (Holandrena) (in part),A. (Holandrena) (in part),sec51-7-1,sec51-7
A. (T aeniandrena),A. (T aeniandrena),sec51-7-1,sec51-7
A. (Euandrena),A. (Euandrena),sec51-7-1,sec51-7
A. (Notandrena),A. (Notandrena),sec51-7-1,sec51-7
A. (Calomelissa),A. (Calomelissa),sec51-7-2,sec51-7
A. (Oreomelissa),A. (Oreomelissa),sec51-7-2,sec51-7
A. (Stenomelissa),A. (Stenomelissa),sec51-8-2,sec51-8
A. (Habromelissa),A. (Habromelissa),sec51-8-3,sec51-8
A. (Notandrena)(in part),A. (Notandrena)(in part),sec51-8-4,sec51-8
A. (Poecilandrena),A. (Poecilandrena),sec51-8-5,sec51-8
A. (Oreomelissa),A. (Oreomelissa),sec51-8-7,sec51-8
A. (Calomelissa),A. (Calomelissa),sec51-8-7,sec51-8
A. (Chlorandrena)(in part),A. (Chlorandrena)(in part),sec51-8-8,sec51-8
A. (Holandrena),A. (Holandrena),sec51-8-8,sec51-8
A. (Hoplandrena),A. (Hoplandrena),sec51-8-9,sec51-8
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-8-1,sec51-8
A. (Andrena s. str.)(in part),A. (Andrena s. str.)(in part),sec51-8-1,sec51-8
A. (Plastandrena) (in part),A. (Plastandrena) (in part),sec51-8-1,sec51-8
A. (Plastandrena) (in part),A. (Plastandrena) (in part),sec51-8-1,sec51-8
A. (Trachandrena),A. (Trachandrena),sec51-8-1,sec51-8
A. (Micrandrena),A. (Micrandrena),sec51-8-1,sec51-8
A. (Cnemidandrena),A. (Cnemidandrena),sec51-8-1,sec51-8
A. (Notandrena),A. (Notandrena),sec51-8-1,sec51-8
A. (Chlorandrena)(in part),A. (Chlorandrena)(in part),sec51-8-1,sec51-8
A. (Melandrena),A. (Melandrena),sec51-8-1,sec51-8
A. (Notandrena)(in part),A. (Notandrena)(in part),sec51-8-2,sec51-8
A. (Simandrena),A. (Simandrena),sec51-8-2,sec51-8
A. (T aeniandrena),A. (T aeniandrena),sec51-8-2,sec51-8
A. (Euandrena),A. (Euandrena),sec51-8-2,sec51-8
M. (Erythrandrena),M. (Erythrandrena),sec51-9-1,sec51-9
M. (Megandrena s. str.),M. (Megandrena s. str.),sec51-9-1,sec51-9
sec59-1,Calliopsini,sec52-1-1,sec52-1
sec58-1,Perditini,sec52-1-2,sec52-1
sec57-1,Protomeliturgini,sec52-1-3,sec52-1
sec54-1,Panurgini,sec52-1-6,sec52-1
sec53-1,Protandrenini,sec52-1-6,sec52-1
Parapsaenythia,Parapsaenythia,sec53-1-2,sec53-1
Liphanthus (in part),Liphanthus (in part),sec53-1-3,sec53-1
Psaenythia,Psaenythia,sec53-1-4,sec53-1
Anthrenoides,Anthrenoides,sec53-1-5,sec53-1
Protandrena s. str.,Protandrena s. str.,sec53-1-5,sec53-1
Neffapis,Neffapis,sec53-1-6,sec53-1
Liphanthus (in part),Liphanthus (in part),sec53-1-7,sec53-1
Rhophitulus (Cephalurgus),Rhophitulus (Cephalurgus),sec53-1-8,sec53-1
Pseudopanurgus,Pseudopanurgus,sec53-1-9,sec53-1
Chaeturginus,Chaeturginus,sec53-1-1,sec53-1
Protandrena (in part),Protandrena (in part),sec53-1-1,sec53-1
Rhophitulus s. str.,Rhophitulus s. str.,sec53-1-1,sec53-1
Protandrena (Metapsaenythia),Protandrena (Metapsaenythia),sec53-1-1,sec53-1
Anthemurgus,Anthemurgus,sec53-1-1,sec53-1
Parapsaenythia,Parapsaenythia,sec53-2-2,sec53-2
Psaenythia,Psaenythia,sec53-2-3,sec53-2
Liphanthus (in part),Liphanthus (in part),sec53-2-4,sec53-2
Anthrenoides,Anthrenoides,sec53-2-5,sec53-2
Protandrena s. str.,Protandrena s. str.,sec53-2-5,sec53-2
Neffapis,Neffapis,sec53-2-6,sec53-2
Liphanthus (in part),Liphanthus (in part),sec53-2-7,sec53-2
Chaeturginus,Chaeturginus,sec53-2-8,sec53-2
Pseudopanurgus,Pseudopanurgus,sec53-2-9,sec53-2
Anthemurgus,Anthemurgus,sec53-2-1,sec53-2
Rhophitulus,Rhophitulus,sec53-2-1,sec53-2
Protandrena (in part),Protandrena (in part),sec53-2-1,sec53-2
L. (Neoliphanthus),L. (Neoliphanthus),sec53-3-1,sec53-3
L. (Melaliphanthus),L. (Melaliphanthus),sec53-3-4,sec53-3
L. (Leptophanthus),L. (Leptophanthus),sec53-3-4,sec53-3
L. (Tricholiphanthus),L. (Tricholiphanthus),sec53-3-5,sec53-3
L. (Liphanthus s. str.),L. (Liphanthus s. str.),sec53-3-6,sec53-3
L. (Pseudoliphanthus),L. (Pseudoliphanthus),sec53-3-6,sec53-3
L. (Neoliphanthus),L. (Neoliphanthus),sec53-4-1,sec53-4
L. (Xenoliphanthus),L. (Xenoliphanthus),sec53-4-2,sec53-4
L. (Leptophanthus),L. (Leptophanthus),sec53-4-3,sec53-4
L. (Melaliphanthus),L. (Melaliphanthus),sec53-4-4,sec53-4
L. (Pseudoliphanthus),L. (Pseudoliphanthus),sec53-4-5,sec53-4
L. (Liphanthus s. str.),L. (Liphanthus s. str.),sec53-4-5,sec53-4
P . (Protandrena s. str.),P . (Protandrena s. str.),sec53-5-1,sec53-5
P . (Metapsaenythia),P . (Metapsaenythia),sec53-5-2,sec53-5
P . (Austropanurgus),P . (Austropanurgus),sec53-5-3,sec53-5
P . (Parasarus),P . (Parasarus),sec53-5-4,sec53-5
P . (Pterosarus),P . (Pterosarus),sec53-5-5,sec53-5
P . (Heterosarus),P . (Heterosarus),sec53-5-5,sec53-5
P . (Protandrena s. str.),P . (Protandrena s. str.),sec53-6-1,sec53-6
P . (Metapsaenythia),P . (Metapsaenythia),sec53-6-2,sec53-6
P . (Austropanurgus),P . (Austropanurgus),sec53-6-3,sec53-6
P . (Parasarus),P . (Parasarus),sec53-6-4,sec53-6
P . (Metapsaenythia),P . (Metapsaenythia),sec53-6-3,sec53-6
P . (Heterosarus),P . (Heterosarus),sec53-6-4,sec53-6
P . (Austropanurgus),P . (Austropanurgus),sec53-6-5,sec53-6
P . (Parasarus),P . (Parasarus),sec53-6-5,sec53-6
(R. Rhophitulus s. str.),(R. Rhophitulus s. str.),sec53-7-1,sec53-7
Camptopoeum,Camptopoeum,sec54-1-1,sec54-1
Panurginus,Panurginus,sec54-1-2,sec54-1
C. (Camptopoeum s. str.),C. (Camptopoeum s. str.),sec54-2-1,sec54-2
C. (Epimethea),C. (Epimethea),sec54-2-1,sec54-2
P . (Panurgus s. str.),P . (Panurgus s. str.),sec54-3-1,sec54-3
P . (Simpanurgus),P . (Simpanurgus),sec54-3-2,sec54-3
Melitturga,Melitturga,sec56-1-2,sec56-1
Plesiopanurgus,Plesiopanurgus,sec56-1-3,sec56-1
Mermiglossa,Mermiglossa,sec56-1-3,sec56-1
Flavomeliturgula,Flavomeliturgula,sec56-1-4,sec56-1
Gasparinahla,Gasparinahla,sec56-1-5,sec56-1
Borgatomelissa,Borgatomelissa,sec56-1-6,sec56-1
Meliturgula,Meliturgula,sec56-1-6,sec56-1
Perdita,Perdita,sec58-1-1,sec58-1
Macrotera,Macrotera,sec58-1-1,sec58-1
Perdita,Perdita,sec58-2-1,sec58-2
M. (Macrotera s. str.),M. (Macrotera s. str.),sec58-2-2,sec58-2
M. (Cockerellula),M. (Cockerellula),sec58-2-2,sec58-2
M. (Macroteropsis),M. (Macroteropsis),sec58-2-3,sec58-2
M. (Macroterella),M. (Macroterella),sec58-2-3,sec58-2
P . (Xerophasma),P . (Xerophasma),sec58-3-1,sec58-3
P . (Pseudomacrotera),P . (Pseudomacrotera),sec58-3-3,sec58-3
P . (Heteroperdita),P . (Heteroperdita),sec58-3-4,sec58-3
P . (Glossoperdita),P . (Glossoperdita),sec58-3-5,sec58-3
P . (Hesperoperdita),P . (Hesperoperdita),sec58-3-6,sec58-3
P . (Epimacrotera),P . (Epimacrotera),sec58-3-6,sec58-3
P . (Allomacrotera),P . (Allomacrotera),sec58-3-9,sec58-3
P . (Cockerellia),P . (Cockerellia),sec58-3-1,sec58-3
P . (Procockerellia),P . (Procockerellia),sec58-3-1,sec58-3
P . (Pentaperdita),P . (Pentaperdita),sec58-3-1,sec58-3
P . (Xeromacrotera),P . (Xeromacrotera),sec58-3-1,sec58-3
P . (Callomacrotera),P . (Callomacrotera),sec58-3-1,sec58-3
P . (Hexaperdita),P . (Hexaperdita),sec58-3-1,sec58-3
P . (Perditella),P . (Perditella),sec58-3-1,sec58-3
P . (Alloperdita),P . (Alloperdita),sec58-3-1,sec58-3
P . (Pygoperdita),P . (Pygoperdita),sec58-3-1,sec58-3
P . (Perdita s. str.),P . (Perdita s. str.),sec58-3-1,sec58-3
Acamptopoeum,Acamptopoeum,sec59-1-2,sec59-1
Calliopsis,Calliopsis,sec59-1-3,sec59-1
Litocalliopsis,Litocalliopsis,sec59-1-3,sec59-1
Arhysosage,Arhysosage,sec59-1-4,sec59-1
Spinoliella,Spinoliella,sec59-1-5,sec59-1
Callonychium,Callonychium,sec59-1-5,sec59-1
C. (Liopoeum),C. (Liopoeum),sec59-2-1,sec59-2
C. (Verbenapis),C. (Verbenapis),sec59-2-3,sec59-2
C. (Calliopsis s. str.),C. (Calliopsis s. str.),sec59-2-4,sec59-2
"C. (Calliopsima) —. Labrum with basal area delimited by weak ridge; mid- dle basitarsus much longer than hind; propodeal triangle basally with weak striae, not delimited posteriorly by  strong transverse ridge (nearctic) ..............C. (Perissander)","C. (Calliopsima) —. Labrum with basal area delimited by weak ridge; mid- dle basitarsus much longer than hind; propodeal triangle basally with weak striae, not delimited posteriorly by  strong transverse ridge (nearctic) ..............C. (Perissander)",sec59-2-5,sec59-2
C. (Ceroliopoeum),C. (Ceroliopoeum),sec59-2-7,sec59-2
C. (Hypomacrotera),C. (Hypomacrotera),sec59-2-8,sec59-2
C. (Liopoeodes),C. (Liopoeodes),sec59-2-8,sec59-2
C. (Micronomadopsis),C. (Micronomadopsis),sec59-2-9,sec59-2
C. (Nomadopsis),C. (Nomadopsis),sec59-2-9,sec59-2
C. (Ceroliopoeum),C. (Ceroliopoeum),sec59-3-1,sec59-3
C. (Liopoeodes),C. (Liopoeodes),sec59-3-3,sec59-3
C. (Liopoeum) (in part),C. (Liopoeum) (in part),sec59-3-4,sec59-3
C. (Verbenapis),C. (Verbenapis),sec59-3-5,sec59-3
C. (Calliopsis s. str.),C. (Calliopsis s. str.),sec59-3-6,sec59-3
C. (Calliopsima),C. (Calliopsima),sec59-3-7,sec59-3
C. (Perissander),C. (Perissander),sec59-3-7,sec59-3
C. (Liopoeum) (in part),C. (Liopoeum) (in part),sec59-3-8,sec59-3
C. (Hypomacrotera),C. (Hypomacrotera),sec59-3-9,sec59-3
C. (Micronomadopsis),C. (Micronomadopsis),sec59-3-1,sec59-3
C. (Nomadopsis),C. (Nomadopsis),sec59-3-1,sec59-3
C. (Callonychium s. str.),C. (Callonychium s. str.),sec59-4-1,sec59-4
C. (Paranychium),C. (Paranychium),sec59-4-1,sec59-4
Oxaea,Oxaea,sec60-1-1,sec60-1
Notoxaea,Notoxaea,sec60-1-2,sec60-1
Protoxaea,Protoxaea,sec60-1-3,sec60-1
Mesoxaea,Mesoxaea,sec60-1-3,sec60-1
sec62-1,Rophitinae,sec61-1-1,sec61-1
sec63-1,Nomiinae,sec61-1-2,sec61-1
sec65-1,Halictinae,sec61-1-3,sec61-1
sec64-1,Nomioidinae,sec61-1-3,sec61-1
Dufourea,Dufourea,sec62-1-2,sec62-1
Micralictoides,Micralictoides,sec62-1-3,sec62-1
Sphecodosoma (in part),Sphecodosoma (in part),sec62-1-3,sec62-1
Dufourea,Dufourea,sec62-2-2,sec62-2
Micralictoides,Micralictoides,sec62-2-3,sec62-2
Sphecodosoma (in part),Sphecodosoma (in part),sec62-2-3,sec62-2
Ceblurgus,Ceblurgus,sec62-2-5,sec62-2
Penapis,Penapis,sec62-2-6,sec62-2
Goeletapis,Goeletapis,sec62-2-6,sec62-2
Xeralictus,Xeralictus,sec62-2-7,sec62-2
Protodufourea,Protodufourea,sec62-2-8,sec62-2
Conanthalictus,Conanthalictus,sec62-2-9,sec62-2
Systropha,Systropha,sec62-2-2,sec62-2
Dufourea,Dufourea,sec62-2-3,sec62-2
Rophites,Rophites,sec62-2-4,sec62-2
Morawitzia,Morawitzia,sec62-2-4,sec62-2
C. (Conanthalictus. s. str.),C. (Conanthalictus. s. str.),sec62-3-1,sec62-3
C. (Phaceliapis),C. (Phaceliapis),sec62-3-1,sec62-3
R. (Flavodufourea),R. (Flavodufourea),sec62-4-1,sec62-4
R. (Rophites s. str.),R. (Rophites s. str.),sec62-4-2,sec62-4
R. (Rhophitoides),R. (Rhophitoides),sec62-4-2,sec62-4
S. (Michenerula),S. (Michenerula),sec62-5-1,sec62-5
S. (Sphecodosoma s. str.),S. (Sphecodosoma s. str.),sec62-5-1,sec62-5
Mellitidia,Mellitidia,sec63-1-2,sec63-1
Ptilonomia,Ptilonomia,sec63-1-2,sec63-1
Reepenia,Reepenia,sec63-1-3,sec63-1
Nomia (in part),Nomia (in part),sec63-1-4,sec63-1
Pseudapis,Pseudapis,sec63-1-5,sec63-1
Steganomus,Steganomus,sec63-1-6,sec63-1
Mellitidia,Mellitidia,sec63-2-2,sec63-2
Ptilonomia,Ptilonomia,sec63-2-2,sec63-2
Reepenia,Reepenia,sec63-2-3,sec63-2
Nomia (in part),Nomia (in part),sec63-2-4,sec63-2
Pseudapis,Pseudapis,sec63-2-5,sec63-2
Steganomus,Steganomus,sec63-2-6,sec63-2
Sphegocephala,Sphegocephala,sec63-2-8,sec63-2
Halictonomia,Halictonomia,sec63-2-8,sec63-2
Lipotriches (in part),Lipotriches (in part),sec63-2-1,sec63-2
Nomia (in part),Nomia (in part),sec63-2-1,sec63-2
Dieunomia,Dieunomia,sec63-2-1,sec63-2
D. (Dieunomia s. str.),D. (Dieunomia s. str.),sec63-3-1,sec63-3
D. (Epinomia),D. (Epinomia),sec63-3-1,sec63-3
L. (Nubenomia),L. (Nubenomia),sec63-4-1,sec63-4
L. (Lipotriches s. str.),L. (Lipotriches s. str.),sec63-4-2,sec63-4
L. (Clavinomia),L. (Clavinomia),sec63-4-3,sec63-4
L. (Maynenomia),L. (Maynenomia),sec63-4-4,sec63-4
L. (Melanomia),L. (Melanomia),sec63-4-5,sec63-4
L. (Macronomia),L. (Macronomia),sec63-4-6,sec63-4
L. (Austronomia),L. (Austronomia),sec63-4-7,sec63-4
L. (Trinomia),L. (Trinomia),sec63-4-8,sec63-4
L. (Afronomia),L. (Afronomia),sec63-4-8,sec63-4
N. (Crocisaspidia),N. (Crocisaspidia),sec63-5-2,sec63-5
N. (Hoplonomia),N. (Hoplonomia),sec63-5-2,sec63-5
N. (Acunomia),N. (Acunomia),sec63-5-4,sec63-5
N. (Paulynomia),N. (Paulynomia),sec63-5-4,sec63-5
N. (Leuconomia),N. (Leuconomia),sec63-5-5,sec63-5
N. (Nomia s. str.),N. (Nomia s. str.),sec63-5-5,sec63-5
P . (Pachynomia),P . (Pachynomia),sec63-6-1,sec63-6
P . (Pseudapis s. str.),P . (Pseudapis s. str.),sec63-6-1,sec63-6
Nomioides,Nomioides,sec64-1-1,sec64-1
Cellariella,Cellariella,sec64-1-2,sec64-1
Ceylalictus,Ceylalictus,sec64-1-2,sec64-1
C. (Ceylalictus s. str.),C. (Ceylalictus s. str.),sec64-2-1,sec64-2
C. (Meganomioides),C. (Meganomioides),sec64-2-2,sec64-2
C. (Atronomioides),C. (Atronomioides),sec64-2-2,sec64-2
sec66-1,Halictini,sec65-1-1,sec65-1
sec67-1,Augochlorini,sec65-1-1,sec65-1
Lasioglossum (Dialictus) (in part),Lasioglossum (Dialictus) (in part),sec66-1-2,sec66-1
Ptilocleptis,Ptilocleptis,sec66-1-3,sec66-1
Microsphecodes,Microsphecodes,sec66-1-4,sec66-1
Lasioglossum (in part),Lasioglossum (in part),sec66-1-5,sec66-1
Halictus,Halictus,sec66-1-7,sec66-1
Pseudagapostemon,Pseudagapostemon,sec66-1-7,sec66-1
Agapostemon,Agapostemon,sec66-1-8,sec66-1
Ruizantheda,Ruizantheda,sec66-1-1,sec66-1
Dinagapostemon (in part),Dinagapostemon (in part),sec66-1-1,sec66-1
Mexalictus,Mexalictus,sec66-1-1,sec66-1
Rhinetula,Rhinetula,sec66-1-1,sec66-1
Habralictus,Habralictus,sec66-1-1,sec66-1
Caenohalictus,Caenohalictus,sec66-1-1,sec66-1
Paragapostemon,Paragapostemon,sec66-1-1,sec66-1
Dinagapostemon (in part),Dinagapostemon (in part),sec66-1-1,sec66-1
Halictus,Halictus,sec66-2-2,sec66-2
Pseudagapostemon,Pseudagapostemon,sec66-2-2,sec66-2
Paragapostemon,Paragapostemon,sec66-2-4,sec66-2
Rhinetula,Rhinetula,sec66-2-4,sec66-2
Agapostemon,Agapostemon,sec66-2-6,sec66-2
Mexalictus,Mexalictus,sec66-2-7,sec66-2
Habralictus,Habralictus,sec66-2-8,sec66-2
Microsphecodes,Microsphecodes,sec66-2-1,sec66-2
Dinagapostemon,Dinagapostemon,sec66-2-1,sec66-2
Ruizantheda,Ruizantheda,sec66-2-1,sec66-2
Caenohalictus,Caenohalictus,sec66-2-1,sec66-2
Ptilocleptis,Ptilocleptis,sec66-2-1,sec66-2
Sphecodes,Sphecodes,sec66-2-1,sec66-2
Nesosphecodes,Nesosphecodes,sec66-2-1,sec66-2
Parathrincostoma,Parathrincostoma,sec66-3-3,sec66-3
Halictus (Paraseladonia),Halictus (Paraseladonia),sec66-3-4,sec66-3
Eupetersia,Eupetersia,sec66-3-5,sec66-3
Sphecodes,Sphecodes,sec66-3-5,sec66-3
Halictus,Halictus,sec66-3-6,sec66-3
Thrinchostoma,Thrinchostoma,sec66-3-7,sec66-3
Thrincohalictus,Thrincohalictus,sec66-3-8,sec66-3
Glossodialictus,Glossodialictus,sec66-3-9,sec66-3
Patellapis,Patellapis,sec66-3-9,sec66-3
Urohalictus,Urohalictus,sec66-3-1,sec66-3
Echthralictus,Echthralictus,sec66-3-1,sec66-3
Homalictus,Homalictus,sec66-3-1,sec66-3
Lasioglossum,Lasioglossum,sec66-3-1,sec66-3
A. (Agapostemonoides),A. (Agapostemonoides),sec66-4-1,sec66-4
A. (Agapostemon s. str.),A. (Agapostemon s. str.),sec66-4-1,sec66-4
E. (Eupetersia s. str.),E. (Eupetersia s. str.),sec66-5-1,sec66-5
E. (Nesoeupetersia),E. (Nesoeupetersia),sec66-5-1,sec66-5
H. (Habralictus s. str.),H. (Habralictus s. str.),sec66-6-1,sec66-6
H. (Zikaniella),H. (Zikaniella),sec66-6-1,sec66-6
H. (Halictus s. str.),H. (Halictus s. str.),sec66-7-3,sec66-7
H. (Nealictus),H. (Nealictus),sec66-7-5,sec66-7
H. (Lampralicutus),H. (Lampralicutus),sec66-7-6,sec66-7
H. (Protohalictus),H. (Protohalictus),sec66-7-6,sec66-7
H. (Monilapis),H. (Monilapis),sec66-7-8,sec66-7
H. (Platyhalictus),H. (Platyhalictus),sec66-7-8,sec66-7
H. (Odontalictus),H. (Odontalictus),sec66-7-9,sec66-7
H. (Hexataenites),H. (Hexataenites),sec66-7-1,sec66-7
H. (Tytthalictus),H. (Tytthalictus),sec66-7-1,sec66-7
H. (Argalictus),H. (Argalictus),sec66-7-1,sec66-7
H. (Paraseladonia),H. (Paraseladonia),sec66-7-1,sec66-7
H. (Vestitohalictus),H. (Vestitohalictus),sec66-7-1,sec66-7
